movieId,userId,rating
10,8,2.0
10,11,3.0
10,19,2.0
10,21,5.0
10,26,3.0
10,31,4.0
10,34,5.0
10,42,5.0
10,43,4.0
10,46,3.0
10,56,4.0
10,57,3.0
10,59,3.0
10,63,3.0
10,68,4.5
10,81,1.0
10,82,3.5
10,84,3.0
10,91,3.5
10,93,4.0
10,94,3.0
10,99,4.0
10,104,3.0
10,117,3.0
10,119,4.0
10,136,5.0
10,144,3.0
10,160,1.0
10,166,4.5
10,170,3.0
10,173,3.0
10,174,3.0
10,176,5.0
10,178,4.0
10,181,2.0
10,182,3.5
10,186,4.0
10,192,5.0
10,195,4.0
10,200,4.5
10,202,4.0
10,208,2.0
10,217,4.0
10,219,4.5
10,220,4.0
10,226,4.0
10,229,4.0
10,232,3.0
10,235,2.0
10,240,3.0
10,243,5.0
10,244,5.0
10,248,3.5
10,262,2.0
10,274,4.0
10,282,3.5
10,284,4.0
10,288,3.0
10,292,3.5
10,294,3.0
10,301,4.0
10,304,4.0
10,307,2.5
10,313,4.0
10,314,3.0
10,322,4.0
10,331,3.0
10,334,3.5
10,340,4.0
10,347,4.0
10,349,4.0
10,353,3.0
10,354,3.5
10,361,3.5
10,368,3.0
10,372,3.0
10,376,4.5
10,380,5.0
10,385,3.0
10,386,3.0
10,387,3.5
10,391,3.0
10,395,3.0
10,408,4.5
10,411,3.0
10,414,3.0
10,419,3.5
10,425,3.0
10,434,3.5
10,438,4.0
10,441,4.5
10,446,3.0
10,447,3.0
10,448,4.0
10,452,4.0
10,453,2.0
10,458,4.0
10,462,3.0
10,469,2.0
10,470,3.0
10,476,3.0
10,480,4.0
10,483,2.0
10,485,4.0
10,486,4.0
10,489,2.5
10,498,3.0
10,501,4.0
10,517,0.5
10,520,4.0
10,522,4.5
10,524,4.0
10,531,4.0
10,534,4.0
10,541,4.0
10,557,4.5
10,559,3.0
10,566,3.0
10,569,4.0
10,570,3.5
10,573,4.5
10,580,3.5
10,584,5.0
10,588,3.0
10,590,3.5
10,592,3.0
10,597,3.0
10,599,3.5
10,602,3.0
10,608,4.0
10,609,4.0
11,6,4.0
11,8,4.0
11,33,2.0
11,35,4.0
11,38,5.0
11,42,5.0
11,43,4.0
11,45,3.0
11,56,4.0
11,57,3.0
11,68,4.5
11,84,4.0
11,89,2.5
11,94,3.0
11,100,4.0
11,107,5.0
11,109,4.0
11,113,3.0
11,117,4.0
11,121,4.0
11,140,4.0
11,156,3.0
11,169,4.0
11,174,5.0
11,177,3.0
11,181,5.0
11,199,4.0
11,201,4.0
11,202,4.0
11,235,4.0
11,239,5.0
11,263,4.0
11,290,4.0
11,304,5.0
11,314,5.0
11,322,4.0
11,345,2.5
11,347,4.0
11,353,4.0
11,357,3.5
11,372,4.0
11,373,2.0
11,387,2.5
11,404,4.0
11,410,3.0
11,411,4.0
11,414,5.0
11,438,4.0
11,446,4.0
11,455,4.0
11,469,3.0
11,474,2.5
11,476,3.0
11,489,1.5
11,500,1.0
11,501,3.0
11,514,4.0
11,530,4.0
11,541,4.0
11,566,5.0
11,570,3.5
11,579,3.0
11,587,4.0
11,590,3.0
11,594,5.0
11,597,3.0
11,599,2.5
11,602,3.0
11,606,2.5
11,607,3.0
12,19,1.0
12,44,1.0
12,120,3.0
12,151,3.0
12,217,3.0
12,273,1.0
12,274,3.5
12,276,4.0
12,288,2.0
12,294,1.0
12,337,3.0
12,350,3.0
12,351,5.0
12,380,4.0
12,448,2.0
12,492,3.0
12,524,1.0
12,571,1.0
12,599,1.5
13,6,3.0
13,19,3.0
13,20,4.0
13,288,2.0
13,304,4.0
13,328,3.0
13,476,3.0
13,509,3.0
14,84,4.0
14,90,5.0
14,109,4.0
14,182,4.0
14,206,4.0
14,270,5.0
14,302,4.0
14,337,3.0
14,372,4.0
14,385,3.0
14,437,3.0
14,470,4.0
14,474,3.0
14,492,3.0
14,521,4.0
14,544,3.0
14,602,5.0
14,604,4.0
15,6,4.0
15,19,2.0
15,93,4.0
15,136,5.0
15,284,4.0
15,314,2.0
15,414,2.0
15,501,1.0
15,541,3.0
15,559,3.0
15,592,4.0
15,599,1.5
15,606,3.5
16,6,4.0
16,18,4.5
16,28,2.5
16,42,5.0
16,61,4.0
16,64,5.0
16,68,3.5
16,88,4.5
16,91,4.5
16,100,4.5
16,103,5.0
16,105,4.5
16,109,4.0
16,111,4.5
16,112,4.5
16,121,5.0
16,136,5.0
16,162,5.0
16,177,3.0
16,181,3.0
16,182,5.0
16,187,4.0
16,191,4.0
16,195,4.0
16,201,4.0
16,226,4.5
16,239,4.5
16,240,3.0
16,257,3.5
16,261,4.0
16,266,5.0
16,274,4.5
16,282,4.0
16,287,2.0
16,289,4.5
16,298,4.0
16,303,2.5
16,305,4.5
16,307,4.5
16,310,1.0
16,311,2.5
16,312,4.0
16,317,5.0
16,330,3.5
16,332,3.5
16,337,4.0
16,339,4.5
16,357,3.5
16,362,4.0
16,368,4.0
16,372,4.0
16,373,4.0
16,380,3.0
16,385,3.0
16,386,4.0
16,405,4.0
16,413,5.0
16,414,3.0
16,427,4.0
16,437,5.0
16,444,4.0
16,446,3.0
16,448,5.0
16,453,3.0
16,462,3.5
16,464,4.5
16,474,4.0
16,480,4.0
16,482,2.0
16,483,4.0
16,501,3.0
16,510,1.0
16,514,3.5
16,553,5.0
16,580,4.5
16,585,5.0
16,588,4.0
16,599,3.0
16,602,3.0
16,603,4.0
16,608,4.5
16,610,4.5
17,6,4.0
17,31,3.0
17,33,4.0
17,38,3.0
17,40,5.0
17,54,3.0
17,68,3.5
17,71,1.0
17,84,5.0
17,90,5.0
17,94,1.0
17,100,4.5
17,112,0.5
17,117,3.0
17,132,3.0
17,144,4.0
17,156,4.0
17,162,5.0
17,166,4.0
17,173,4.0
17,182,4.0
17,191,5.0
17,198,3.0
17,206,5.0
17,214,3.0
17,227,3.5
17,246,5.0
17,262,3.0
17,263,5.0
17,266,1.0
17,270,4.0
17,275,5.0
17,288,3.5
17,301,4.0
17,302,5.0
17,304,3.0
17,314,4.0
17,323,3.5
17,337,4.0
17,346,4.0
17,350,2.0
17,357,5.0
17,389,4.0
17,404,4.0
17,412,5.0
17,414,4.0
17,437,4.0
17,445,3.5
17,446,5.0
17,451,5.0
17,474,5.0
17,488,5.0
17,489,4.5
17,501,3.0
17,509,3.0
17,517,0.5
17,566,5.0
17,572,5.0
17,579,5.0
17,590,3.5
17,594,4.0
17,597,3.0
17,599,3.5
17,600,3.5
17,603,3.0
17,604,4.0
17,606,4.0
18,44,4.0
18,66,4.0
18,68,2.0
18,95,3.5
18,103,5.0
18,109,3.0
18,179,4.0
18,182,5.0
18,256,5.0
18,295,3.5
18,307,3.0
18,318,3.0
18,380,4.0
18,414,3.0
18,483,4.0
18,489,2.0
18,501,5.0
18,521,4.0
18,599,3.0
18,606,4.0
19,6,2.0
19,14,1.0
19,19,2.0
19,21,2.5
19,40,2.0
19,42,2.0
19,45,4.5
19,56,5.0
19,58,1.0
19,64,3.5
19,66,3.0
19,68,1.5
19,91,2.0
19,94,2.0
19,100,1.0
19,103,3.5
19,112,4.0
19,117,2.0
19,121,2.0
19,122,3.5
19,136,3.0
19,139,1.0
19,141,2.0
19,144,3.0
19,156,3.0
19,177,2.0
19,179,3.0
19,200,3.5
19,217,1.0
19,219,2.5
19,222,3.5
19,226,3.5
19,229,3.0
19,240,5.0
19,249,3.5
19,274,4.0
19,276,4.0
19,280,3.0
19,284,4.0
19,292,1.5
19,294,2.0
19,307,4.0
19,308,1.0
19,318,3.5
19,321,3.0
19,323,2.5
19,325,2.0
19,347,4.0
19,353,4.0
19,357,2.0
19,369,4.0
19,373,1.0
19,376,2.0
19,377,2.0
19,379,2.0
19,380,5.0
19,381,2.5
19,408,3.5
19,428,1.0
19,432,2.0
19,438,3.0
19,448,2.0
19,470,3.0
19,475,4.0
19,477,3.0
19,480,1.5
19,483,3.5
19,489,2.0
19,495,4.5
19,497,4.0
19,509,4.0
19,520,1.0
19,524,3.0
19,534,4.0
19,541,2.0
19,552,3.5
19,555,3.0
19,559,2.0
19,565,3.0
19,584,3.0
19,590,2.0
19,592,4.0
19,599,3.0
19,600,3.0
19,602,2.0
19,604,1.0
19,606,2.0
19,608,2.0
20,78,3.0
20,199,2.0
20,217,2.0
20,239,3.5
20,249,3.5
20,274,3.5
20,284,1.0
20,326,3.5
20,386,2.0
20,448,3.0
20,464,4.0
20,501,1.0
20,524,2.0
20,588,2.0
20,599,1.5
21,4,3.0
21,5,4.0
21,6,2.0
21,8,4.0
21,28,3.0
21,32,4.0
21,33,4.0
21,35,5.0
21,38,3.0
21,40,4.0
21,42,4.0
21,45,4.0
21,54,3.0
21,57,3.0
21,58,4.0
21,66,4.0
21,84,4.0
21,91,4.0
21,94,3.0
21,102,3.0
21,109,3.0
21,112,2.0
21,115,4.0
21,117,4.0
21,135,3.0
21,140,4.0
21,156,5.0
21,181,2.0
21,182,2.5
21,191,4.0
21,199,4.0
21,216,3.0
21,219,3.5
21,229,4.0
21,235,4.0
21,239,4.0
21,242,3.0
21,262,3.0
21,266,4.0
21,273,5.0
21,275,5.0
21,284,3.0
21,288,4.0
21,294,3.0
21,301,4.0
21,302,4.0
21,304,4.0
21,307,2.5
21,308,1.0
21,314,3.0
21,321,3.0
21,356,3.5
21,368,3.0
21,372,3.0
21,373,1.0
21,379,2.0
21,380,2.0
21,385,5.0
21,386,4.0
21,404,3.0
21,410,3.0
21,411,4.0
21,414,4.0
21,438,3.5
21,444,4.0
21,446,3.0
21,448,2.0
21,453,3.0
21,458,5.0
21,462,4.0
21,470,3.0
21,474,4.0
21,480,2.5
21,486,4.0
21,489,2.5
21,501,3.0
21,524,3.0
21,555,4.0
21,565,3.0
21,566,4.0
21,572,5.0
21,587,4.0
21,588,3.0
21,592,3.0
21,597,5.0
21,599,4.0
21,602,4.0
21,603,5.0
21,608,3.5
22,6,5.0
22,42,5.0
22,58,3.0
22,64,3.5
22,91,3.5
22,99,4.0
22,121,3.0
22,140,3.0
22,160,1.0
22,181,3.0
22,217,3.0
22,226,2.0
22,274,3.5
22,297,2.0
22,307,2.0
22,314,3.0
22,323,3.0
22,325,3.0
22,353,5.0
22,368,3.0
22,373,3.0
22,386,3.0
22,411,3.0
22,414,3.0
22,428,2.5
22,429,4.0
22,474,3.0
22,489,3.5
22,504,3.5
22,514,3.0
22,541,4.0
22,580,4.0
22,584,4.0
22,588,3.0
22,602,3.0
22,604,3.0
23,28,1.5
23,43,5.0
23,99,4.0
23,102,3.0
23,136,5.0
23,140,3.0
23,182,3.5
23,239,3.5
23,274,3.5
23,314,3.0
23,414,2.0
23,464,3.0
23,483,3.0
23,524,2.0
23,599,1.0
23,604,4.0
24,6,4.0
24,32,3.0
24,71,2.0
24,111,2.5
24,181,3.0
24,198,4.0
24,201,4.0
24,234,5.0
24,263,3.0
24,266,1.0
24,274,3.5
24,290,3.0
24,307,2.0
24,321,4.0
24,337,5.0
24,342,3.0
24,414,3.0
24,474,3.0
24,477,4.0
24,479,3.0
24,483,2.5
24,518,2.5
24,555,5.0
24,591,2.0
24,592,4.0
24,599,2.5
24,600,2.0
24,608,2.0
25,6,3.0
25,14,4.0
25,31,2.0
25,32,4.0
25,33,3.0
25,36,2.5
25,64,3.5
25,68,3.5
25,84,5.0
25,90,5.0
25,91,2.0
25,95,5.0
25,108,4.0
25,109,5.0
25,112,2.5
25,113,1.0
25,118,2.0
25,121,4.0
25,144,3.0
25,150,4.0
25,156,4.0
25,171,5.0
25,178,4.5
25,181,1.0
25,182,4.5
25,187,3.0
25,191,5.0
25,195,4.0
25,198,4.0
25,199,5.0
25,201,5.0
25,206,5.0
25,214,2.0
25,235,5.0
25,262,3.0
25,265,1.0
25,269,5.0
25,270,4.0
25,275,3.0
25,282,4.0
25,290,4.0
25,302,5.0
25,305,3.0
25,308,1.0
25,330,4.5
25,337,4.0
25,353,4.0
25,372,4.0
25,373,5.0
25,385,3.0
25,386,2.0
25,389,4.0
25,391,5.0
25,402,3.0
25,405,4.0
25,414,3.0
25,432,4.5
25,437,4.0
25,446,3.0
25,451,5.0
25,462,3.0
25,464,4.0
25,474,3.5
25,501,2.0
25,521,5.0
25,524,3.0
25,552,3.0
25,566,2.0
25,570,4.0
25,580,4.0
25,588,3.0
25,589,5.0
25,602,4.0
25,603,4.0
25,604,3.0
25,607,3.0
26,6,4.0
26,32,4.0
26,40,4.0
26,68,3.0
26,117,4.0
26,182,4.0
26,262,3.0
26,314,4.0
26,470,3.0
26,474,3.5
26,483,4.0
26,488,2.5
26,599,2.5
27,6,3.0
27,280,4.5
27,307,2.5
27,337,5.0
27,414,2.0
27,458,5.0
27,474,2.0
27,501,3.0
27,506,3.0
28,33,5.0
28,100,4.5
28,177,2.5
28,246,4.5
28,262,5.0
28,474,4.5
28,509,3.5
28,594,4.5
28,603,5.0
28,605,4.0
28,606,3.5
29,23,4.0
29,43,5.0
29,66,4.5
29,91,4.0
29,95,5.0
29,132,2.0
29,171,5.0
29,182,4.0
29,187,4.0
29,202,4.0
29,221,4.5
29,246,5.0
29,253,4.5
29,260,4.0
29,267,4.0
29,268,5.0
29,274,4.0
29,287,4.5
29,295,5.0
29,313,4.0
29,318,3.5
29,323,3.5
29,325,4.0
29,330,3.0
29,387,3.5
29,391,5.0
29,440,4.5
29,469,4.0
29,474,3.5
29,483,5.0
29,521,3.0
29,555,4.0
29,576,3.5
29,599,3.5
29,600,4.5
29,602,2.0
29,603,2.0
29,606,4.5
30,325,4.0
30,527,1.0
30,603,4.0
31,3,0.5
31,6,3.0
31,28,2.5
31,40,4.0
31,47,3.0
31,58,4.0
31,68,3.5
31,84,3.0
31,104,4.0
31,109,3.0
31,117,3.0
31,131,3.0
31,159,3.5
31,162,4.0
31,181,3.0
31,203,3.5
31,240,4.0
31,282,4.5
31,307,1.5
31,314,3.0
31,337,5.0
31,362,4.0
31,372,2.0
31,387,2.5
31,411,4.0
31,414,3.0
31,426,5.0
31,437,4.0
31,447,4.0
31,464,4.0
31,474,3.0
31,479,3.0
31,483,2.0
31,518,1.0
31,534,3.5
31,561,2.5
31,599,2.0
31,608,3.0
32,4,2.0
32,6,4.0
32,8,3.0
32,14,4.0
32,18,4.0
32,19,4.0
32,23,3.5
32,24,3.5
32,28,3.5
32,32,4.0
32,33,3.0
32,39,3.0
32,45,4.5
32,46,4.0
32,50,3.0
32,54,3.0
32,57,4.0
32,58,5.0
32,61,4.5
32,63,3.0
32,64,4.0
32,66,5.0
32,72,4.5
32,78,3.5
32,80,4.0
32,81,5.0
32,90,4.0
32,91,4.0
32,94,5.0
32,95,4.0
32,105,3.5
32,109,4.0
32,112,5.0
32,115,5.0
32,117,3.0
32,120,3.0
32,122,5.0
32,132,3.0
32,133,4.0
32,135,5.0
32,144,4.0
32,146,5.0
32,149,4.0
32,150,5.0
32,160,5.0
32,166,4.0
32,171,5.0
32,174,3.0
32,179,4.0
32,182,4.0
32,191,5.0
32,195,4.0
32,198,5.0
32,201,4.0
32,202,4.0
32,206,3.0
32,219,3.5
32,220,4.5
32,221,5.0
32,222,3.0
32,226,4.0
32,227,4.5
32,235,4.0
32,237,5.0
32,239,5.0
32,242,5.0
32,247,3.0
32,249,5.0
32,254,4.5
32,259,5.0
32,264,1.0
32,265,4.0
32,266,4.0
32,269,4.0
32,270,4.0
32,271,4.0
32,273,5.0
32,274,4.0
32,275,5.0
32,277,5.0
32,282,4.0
32,284,5.0
32,288,5.0
32,292,2.0
32,298,4.0
32,302,3.0
32,303,3.5
32,304,4.0
32,305,5.0
32,307,3.5
32,312,4.0
32,313,4.0
32,314,3.0
32,317,4.0
32,318,4.5
32,323,2.5
32,325,4.0
32,330,5.0
32,332,2.5
32,337,4.0
32,339,3.0
32,345,3.5
32,347,3.0
32,350,4.0
32,353,5.0
32,354,4.0
32,364,3.0
32,372,4.0
32,373,4.0
32,375,5.0
32,376,5.0
32,377,4.5
32,380,5.0
32,381,3.5
32,385,4.0
32,386,3.0
32,387,3.5
32,389,4.0
32,391,4.0
32,398,5.0
32,405,4.5
32,414,5.0
32,420,3.5
32,424,3.5
32,425,4.0
32,434,3.5
32,437,4.0
32,438,4.0
32,445,5.0
32,446,4.0
32,448,2.0
32,449,4.0
32,451,5.0
32,453,5.0
32,456,3.0
32,462,3.5
32,464,3.5
32,468,4.0
32,469,5.0
32,470,3.0
32,474,4.0
32,476,4.0
32,477,4.5
32,480,4.0
32,483,5.0
32,486,5.0
32,489,3.5
32,492,3.0
32,501,3.0
32,509,4.0
32,512,5.0
32,513,4.0
32,520,3.5
32,521,3.0
32,524,3.0
32,529,5.0
32,544,3.0
32,553,5.0
32,555,4.0
32,559,3.0
32,560,3.5
32,561,3.5
32,565,5.0
32,566,4.0
32,570,4.0
32,580,5.0
32,587,5.0
32,590,3.0
32,596,3.5
32,599,3.0
32,600,4.5
32,602,3.0
32,603,3.0
32,604,4.0
32,606,4.0
32,608,3.5
32,610,4.5
34,5,4.0
34,6,4.0
34,8,5.0
34,18,2.5
34,19,4.0
34,20,4.0
34,26,3.0
34,27,5.0
34,33,3.0
34,40,5.0
34,43,5.0
34,63,3.0
34,64,4.5
34,68,1.0
34,82,2.0
34,84,4.0
34,93,5.0
34,94,4.0
34,95,4.0
34,96,5.0
34,103,4.0
34,109,3.0
34,111,2.5
34,115,2.0
34,117,3.0
34,126,3.0
34,132,1.5
34,136,2.0
34,140,4.0
34,142,4.0
34,144,3.0
34,156,4.0
34,160,5.0
34,169,4.0
34,170,5.0
34,174,4.0
34,179,5.0
34,181,5.0
34,185,2.0
34,191,4.0
34,198,4.0
34,200,2.5
34,201,5.0
34,216,5.0
34,217,4.0
34,220,4.5
34,223,1.0
34,229,5.0
34,230,2.0
34,234,3.0
34,235,4.0
34,240,5.0
34,255,1.0
34,263,4.0
34,273,4.0
34,274,4.0
34,275,5.0
34,288,4.0
34,290,4.0
34,292,3.5
34,305,3.0
34,323,2.5
34,328,5.0
34,330,3.0
34,331,2.0
34,347,4.0
34,349,5.0
34,353,5.0
